,NomeCidade,MediaSalarialGeral,SalMed_ExecGeral,SalMed_GerenteIntGeral,SalMed_FuncGeral,SalMed_TrabalhadorGeral
3166,Lumbres,12.0,25.4,13.9,9.5,11.0
3167,Marck,13.5,22.3,15.5,10.4,12.1
3168,Marles-les-Mines,11.1,19.5,14.0,9.7,10.7
3169,Maroeuil,15.0,25.1,15.1,11.2,11.2
3170,Marquise,12.2,22.5,14.4,10.1,11.0
3171,Mazingarbe,11.3,22.3,13.5,9.6,10.5
3172,Méricourt,11.9,21.1,13.7,10.0,11.1
3173,Merlimont,13.1,27.0,13.2,10.3,10.4
3174,Meurchin,12.6,21.5,14.2,10.5,11.0
3175,Montigny-en-Gohelle,11.6,20.4,13.6,10.1,10.5
3176,Montreuil,12.5,25.4,13.5,9.7,10.5
3177,Neufchâtel-Hardelot,16.8,32.4,15.1,11.8,11.3
3178,Noeux-les-Mines,11.6,21.1,13.3,9.8,10.6
3179,Noyelles-Godault,11.6,20.9,13.2,9.8,10.9
3180,Noyelles-lès-Vermelles,12.6,22.8,14.0,10.0,11.0
3181,Noyelles-sous-Lens,11.3,19.7,13.7,9.8,10.7
3182,Oignies,12.0,22.0,14.0,9.9,10.6
3183,Outreau,11.4,20.9,13.6,10.1,10.5
3184,Oye-Plage,15.3,25.1,18.3,10.5,12.4
3185,Pont-à-Vendin,11.7,21.0,14.0,9.8,10.9
3186,Le Portel,11.0,20.5,13.0,9.8,10.2
3187,Racquinghem,12.4,21.8,14.2,10.1,11.3
3188,Rang-du-Fliers,12.4,24.5,13.6,10.1,10.5
3189,Rety,12.4,21.8,14.7,10.2,10.9
3190,Richebourg,15.2,23.9,15.3,11.1,12.0
3191,Rinxent,12.0,21.0,13.7,10.0,10.9
3192,Rouvroy,11.5,21.6,13.3,9.7,10.7
3193,Sailly-Labourse,12.3,21.9,13.9,10.0,11.1
3194,Sailly-sur-la-Lys,14.9,24.3,14.9,11.0,11.1
3195,Sains-en-Gohelle,11.9,23.3,13.5,9.9,10.8
3196,Sainte-Catherine,15.8,26.4,14.8,11.2,10.6
3197,Saint-Étienne-au-Mont,12.2,23.0,13.9,10.3,10.6
3198,Saint-Folquin,15.4,28.9,16.6,10.6,12.4
3199,Saint-Laurent-Blangy,12.5,22.0,13.4,10.4,10.5
3200,Saint-Léonard,12.6,21.4,13.8,10.9,10.9
3201,Saint-Martin-au-Laërt,12.1,24.3,13.8,9.9,10.1
3202,Saint-Martin-Boulogne,12.5,23.3,13.6,10.6,10.5
3203,Saint-Nicolas,12.2,20.5,13.8,10.3,10.5
3204,Saint-Omer,12.1,22.9,13.3,9.7,10.6
3205,Saint-Pol-sur-Ternoise,11.4,20.5,13.4,9.9,10.3
3206,Saint-Venant,13.3,23.1,14.6,10.3,12.0
3207,Sallaumines,11.1,19.9,13.0,9.6,10.7
3208,Samer,11.4,21.1,13.9,9.7,10.5
3209,Sangatte,14.4,23.6,15.0,10.7,13.2
3210,Souchez,13.8,25.6,14.6,10.4,10.0
3211,Le Touquet-Paris-Plage,16.7,33.0,14.7,10.6,11.8
3212,Vendin-lès-Béthune,13.3,23.2,14.6,10.1,11.8
3213,Vendin-le-Vieil,12.2,19.8,14.0,10.1,11.1
3214,Vermelles,12.2,23.0,13.9,10.3,11.0
3215,Verquin,12.7,22.5,14.2,10.3,10.9
3216,Verton,12.9,27.2,14.1,10.3,10.3
3217,Vimy,15.3,28.5,15.1,11.0,11.2
3218,Violaines,13.2,22.7,13.9,10.4,11.2
3219,Vitry-en-Artois,13.1,23.8,14.3,10.5,11.2
3220,Wimereux,14.0,24.6,14.9,10.4,11.0
3221,Wimille,12.9,23.3,15.8,10.5,10.6
3222,Wingles,11.9,21.2,14.0,10.1,11.1
3223,Wizernes,12.1,22.1,14.7,10.0,11.0
3224,Libercourt,11.9,22.3,13.2,10.1,10.6
3225,Aigueperse,12.3,22.2,13.7,9.9,11.0
3226,Ambert,12.8,26.0,15.6,10.3,10.2
3227,Aubière,13.8,23.4,14.1,10.5,11.0
3228,Aulnat,11.6,19.9,13.8,9.9,11.0
3229,Auzat-la-Combelle,11.6,17.7,13.7,10.0,11.2
3230,Aydat,14.5,25.3,14.6,10.9,11.6
3231,Beaumont,15.3,26.4,14.4,10.9,11.4
3232,Billom,12.5,21.8,14.0,10.2,10.6
3233,Blanzat,14.3,26.3,14.4,10.8,11.7
3234,Brassac-les-Mines,11.6,19.9,14.1,9.9,10.8
3235,Cébazat,14.6,25.6,15.2,10.9,11.2
3236,Le Cendre,13.3,21.4,14.6,10.4,10.9
3237,Ceyrat,16.5,25.7,14.9,11.5,12.9
3238,Chamalières,17.0,28.1,14.9,11.0,12.1
3239,Châteaugay,15.1,24.2,15.8,10.6,12.3
3240,Châtel-Guyon,14.9,25.0,14.4,10.4,11.3
3241,Clermont-Ferrand,13.3,23.7,13.7,10.2,10.4
3242,Combronde,13.0,22.4,13.4,10.7,11.4
3243,Cournon-d'Auvergne,13.4,22.5,14.4,10.5,10.9
3244,Courpière,12.2,25.4,14.1,10.2,10.4
3245,Durtol,16.8,28.3,15.6,10.6,12.0
3246,Ennezat,14.3,23.1,15.1,11.0,12.1
3247,Gerzat,12.4,21.3,13.8,10.2,11.0
3248,Issoire,12.5,23.3,13.9,10.1,10.8
3249,Lempdes,12.8,21.5,14.0,10.4,11.1
3250,Lezoux,12.5,20.7,14.3,10.3,10.9
3251,Maringues,12.8,22.8,14.9,10.3,10.9
3252,Les Martres-d'Artière,13.5,22.0,15.3,10.6,11.3
3253,Les Martres-de-Veyre,13.4,23.1,13.9,10.6,11.9
3254,Mirefleurs,14.4,23.6,15.1,11.0,11.5
3255,Mozac,15.0,25.3,14.6,11.0,11.4
3256,Nohanent,16.0,26.0,15.4,11.4,11.9
3257,Orcet,14.8,23.1,15.5,10.7,12.1
3258,Orcines,16.0,25.6,15.1,10.9,12.5
3259,Orléat,14.6,22.8,14.3,11.0,11.4
3260,Pérignat-lès-Sarliève,17.9,28.7,16.3,11.3,12.5
3261,Peschadoires,12.9,23.9,13.9,10.4,10.8
3262,Pont-du-Château,13.7,23.1,15.1,10.7,11.2
3263,Puy-Guillaume,11.8,22.3,14.2,10.1,11.0
3264,Riom,13.9,25.3,14.4,10.3,10.9
3265,La Roche-Blanche,15.7,26.2,15.7,10.9,11.7
3266,Romagnat,14.6,25.7,14.6,10.7,11.2
3267,Royat,18.4,28.9,16.8,12.2,11.9
3268,Saint-Beauzire,14.6,24.5,15.3,10.9,11.6
3269,Saint-Bonnet-près-Riom,15.0,24.8,14.7,11.0,12.1
3270,Saint-Éloy-les-Mines,11.1,22.4,12.8,9.6,10.5
3271,Saint-Genès-Champanelle,16.2,24.6,14.7,11.0,11.9
3272,Saint-Georges-de-Mons,12.7,22.5,14.2,10.4,11.4
3273,Sayat,15.5,25.2,15.6,11.0,12.0
3274,Thiers,11.6,22.6,13.5,10.1,10.1
3275,Vertaizon,13.4,24.1,14.0,10.4,11.4
3276,Veyre-Monton,15.9,25.2,16.2,11.3,12.3
3277,Vic-le-Comte,14.1,22.5,14.8,11.1,12.3
3278,Volvic,14.2,23.7,14.6,10.8,12.7
3279,Anglet,13.9,25.5,14.5,10.5,10.9
3280,Arbonne,15.1,29.3,13.8,10.5,11.5
3281,Arcangues,15.2,30.9,15.4,10.5,11.0
3282,Artix,13.1,21.7,15.1,10.4,11.8
3283,Arudy,12.1,19.7,13.6,10.1,11.4
3284,Ascain,13.1,27.4,13.4,10.3,11.1
3285,Asson,13.6,24.1,15.1,10.3,11.3
3286,Bassussarry,16.9,28.6,17.2,11.2,11.3
3287,Bayonne,12.4,22.7,13.7,10.1,10.7
3288,Biarritz,14.4,27.5,15.2,10.6,10.7
3289,Bidart,14.0,26.5,14.6,10.6,10.8
3290,Billère,12.9,23.3,13.9,10.1,10.9
3291,Bizanos,15.1,29.4,14.4,10.6,9.6
3292,Bordes,13.8,24.0,14.9,10.8,11.1
3293,Boucau,12.5,22.4,14.1,10.2,11.0
3294,Briscous,13.3,22.1,15.5,10.7,11.3
3295,Cambo-les-Bains,12.3,24.8,13.5,10.2,10.3
3296,Ciboure,12.6,23.9,13.4,10.2,10.8
3297,Coarraze,13.4,26.0,13.7,11.4,10.9
3298,Espelette,12.7,24.5,13.7,10.0,10.8
3299,Gan,14.6,25.5,14.8,10.6,11.8
3300,Gelos,15.0,26.6,14.8,10.4,11.2
3301,Hasparren,12.0,21.5,13.3,10.1,11.0
3302,Hendaye,11.9,22.1,13.8,10.0,10.3
3303,Idron,18.9,30.2,15.9,11.6,11.6
3304,Itxassou,12.6,23.6,13.6,10.0,10.8
3305,Jurançon,13.7,27.0,14.1,10.5,11.0
3306,Lahonce,13.1,24.6,14.7,10.4,11.0
3307,Lescar,15.1,29.3,15.2,10.9,9.0
3308,Lons,14.8,26.4,14.9,10.6,11.4
3309,Mauléon-Licharre,11.7,23.7,12.9,10.0,10.2
3310,Monein,14.1,24.2,15.2,10.5,12.3
3311,Montardon,16.0,26.0,15.3,11.3,11.7
3312,Morlaàs,15.0,28.2,14.9,10.5,10.9
3313,Mouguerre,13.7,23.9,14.9,10.8,11.4
3314,Mourenx,12.4,22.0,14.5,9.8,11.8
3315,Nay,13.3,23.0,14.0,10.2,10.9
3316,Oloron-Sainte-Marie,12.1,21.1,14.2,9.8,11.4
3317,Orthez,12.7,23.1,14.4,10.0,10.6
3318,Pau,13.8,25.5,13.7,10.1,10.5
3319,Pontacq,12.6,22.9,13.7,10.2,10.5
3320,Saint-Jean-de-Luz,12.8,27.5,13.9,10.1,10.8
3321,Saint-Pée-sur-Nivelle,11.9,21.9,13.3,10.2,10.8
3322,Saint-Pierre-d'Irube,13.2,23.4,14.0,10.5,11.1
3323,Salies-de-Béarn,12.3,23.4,13.1,10.1,10.3
3324,Sare,11.3,22.2,13.0,9.5,10.6
3325,Sauvagnon,15.5,26.1,14.9,11.0,11.1
3326,Serres-Castet,14.9,27.1,15.0,10.6,10.9
3327,Urcuit,13.1,21.5,14.6,10.5,11.4
3328,Urrugne,12.5,22.8,14.3,10.2,10.9
3329,Urt,12.7,22.2,14.2,10.7,10.8
3330,Ustaritz,12.7,22.8,13.8,10.5,10.8
3331,Villefranque,13.6,24.4,14.2,11.0,11.1
3332,Argelès-Gazost,12.5,23.1,15.0,9.8,10.7
3333,Aureilhan,11.9,21.0,13.7,9.9,10.8
3334,Bagnères-de-Bigorre,11.5,22.9,13.4,9.4,10.3
3335,Barbazan-Debat,12.5,22.5,13.7,10.2,11.0
3336,Bordères-sur-l'Échez,11.9,20.6,13.7,9.8,10.6
3337,Ibos,13.2,22.2,14.4,10.2,11.6
3338,Juillan,12.6,22.3,14.3,9.8,11.0
3339,Lannemezan,11.8,21.3,13.6,9.7,11.5
3340,Lourdes,10.8,20.2,13.1,9.7,10.0
3341,Maubourguet,11.0,19.6,13.5,9.0,10.3
3342,Odos,14.7,25.2,14.6,10.4,11.3
3343,Ossun,12.3,22.2,14.2,9.9,10.5
3344,Séméac,12.4,22.0,13.9,10.0,11.0
3345,Soues,11.8,19.9,13.4,10.0,11.1
3346,Tarbes,11.6,21.1,13.0,9.6,10.1
3347,Vic-en-Bigorre,11.5,22.1,13.1,9.5,10.2
3348,Alénya,12.3,23.5,13.8,9.9,10.0
3349,Amélie-les-Bains-Palalda,10.7,20.5,12.0,9.3,10.2
3350,Argelès-sur-Mer,11.5,20.4,13.2,9.7,10.4
3351,Arles-sur-Tech,11.5,23.4,13.5,9.4,10.4
3352,Bages,11.6,20.0,12.8,10.3,10.3
3353,Baho,12.8,21.5,13.8,10.4,10.7
3354,Baixas,12.0,22.5,12.7,10.2,10.6
3355,Banyuls-sur-Mer,11.5,23.1,13.4,9.8,10.3
3356,Le Barcarès,11.6,22.2,14.1,9.5,10.4
3357,Bompas,12.2,21.2,14.3,10.1,9.9
3358,Le Boulou,11.4,22.5,13.1,9.9,10.3
3359,Cabestany,13.5,25.0,14.0,10.7,10.5
3360,Canet-en-Roussillon,12.7,23.1,14.9,10.0,10.1
3361,Canohès,13.8,24.9,14.8,10.7,10.8
3362,Céret,11.5,18.9,13.3,9.7,10.4
3363,Claira,11.9,21.2,13.3,10.0,10.3
3364,Collioure,12.3,22.8,12.9,10.1,11.3
3365,Corneilla-del-Vercol,11.6,18.9,13.5,9.8,10.5
3366,Elne,11.1,19.7,13.0,9.9,9.9
3367,Espira-de-l'Agly,11.9,22.7,13.0,9.9,10.7
3368,Ille-sur-Têt,11.1,19.4,12.8,9.6,10.2
3369,Laroque-des-Albères,12.7,26.1,13.2,9.8,9.9
3370,Latour-Bas-Elne,11.9,20.3,13.2,10.0,10.5
3371,Maureillas-las-Illas,12.2,23.5,13.2,9.8,10.4
3372,Millas,11.4,20.2,13.1,10.2,10.1
3373,Palau-del-Vidre,12.2,25.2,13.8,9.9,10.4
3374,Perpignan,11.8,22.1,13.2,10.1,9.8
3375,Pézilla-la-Rivière,12.1,23.7,13.5,10.1,10.5
3376,Pia,11.9,20.2,13.9,10.1,10.6
3377,Pollestres,12.3,21.2,13.5,10.7,10.4
3378,Ponteilla,12.4,22.2,13.2,10.5,10.6
3379,Port-Vendres,11.1,21.4,13.6,9.5,10.2
3380,Prades,11.0,20.1,12.6,9.4,9.5
3381,Rivesaltes,11.7,21.6,13.7,10.1,10.0
3382,Saint-André,11.8,22.1,14.2,9.9,10.2
3383,Saint-Cyprien,12.2,23.1,14.0,10.0,10.2
3384,Saint-Estève,12.5,23.4,13.5,10.3,10.3
3385,Saint-Féliu-d'Avall,11.9,22.1,13.2,10.3,9.9
3386,Saint-Génis-des-Fontaines,11.5,19.3,12.6,10.0,10.1
3387,Saint-Hippolyte,12.1,24.4,14.0,9.9,10.1
3388,Saint-Jean-Pla-de-Corts,12.4,22.1,15.4,9.7,10.9
3389,Saint-Laurent-de-la-Salanque,11.1,21.0,12.9,9.7,9.9
3390,Sainte-Marie,11.9,22.1,14.0,10.1,10.1
3391,Saint-Nazaire,12.4,20.6,14.9,10.3,10.0
3392,Saleilles,13.0,22.9,14.0,10.4,10.4
3393,Salses-le-Château,11.2,18.5,12.9,10.0,10.3
3394,Le Soler,12.4,23.0,13.5,10.5,10.3
3395,Sorède,11.7,24.1,13.7,10.2,9.4
3396,Thuir,12.0,23.5,13.3,10.3,9.7
3397,Torreilles,11.7,19.8,13.5,10.0,10.2
3398,Toulouges,13.3,24.9,14.1,10.6,10.7
3399,Villelongue-de-la-Salanque,12.2,22.4,14.6,10.1,10.2
3400,Villeneuve-de-la-Raho,13.7,23.4,14.7,10.6,10.5
3401,Achenheim,15.8,25.6,15.3,11.4,12.2
3402,Barr,14.2,26.1,14.4,10.6,11.2
3403,Benfeld,12.7,23.1,14.2,10.2,10.9
3404,Berstett,15.6,24.7,15.4,10.7,12.2
3405,Bischheim,12.2,20.5,13.7,10.1,10.6
3406,Bischoffsheim,16.7,29.5,15.7,11.3,12.3
3407,Bischwiller,11.6,21.2,14.0,9.8,10.8
3408,Boersch,15.2,25.7,15.3,10.9,11.8
3409,Bouxwiller,12.8,24.0,14.9,10.2,11.5
3410,La Broque,12.2,20.4,14.0,10.4,11.3
3411,Brumath,14.3,23.5,14.6,10.8,11.6
3412,Châtenois,14.3,23.7,14.9,10.9,11.5
3413,Dambach-la-Ville,14.4,23.9,14.6,11.1,11.5
3414,Dettwiller,12.8,21.5,14.4,11.2,11.1
3415,Dorlisheim,14.7,26.6,15.5,10.7,11.4
3416,Drusenheim,13.4,23.5,14.8,10.3,12.2
3417,Duttlenheim,14.6,24.7,14.7,11.3,12.3
3418,Ebersheim,13.4,21.6,14.4,11.0,11.5
3419,Eckbolsheim,14.2,22.8,14.1,10.8,11.3
3420,Entzheim,14.3,22.4,15.0,10.9,11.6
3421,Epfig,13.4,23.2,13.9,10.6,11.6
3422,Erstein,13.3,24.2,14.2,10.1,11.2
3423,Eschau,15.7,25.2,15.5,11.3,11.9
3424,Fegersheim,16.1,26.8,15.0,11.0,12.3
3425,Gambsheim,13.9,22.8,14.9,10.8,11.6
3426,Geispolsheim,14.7,24.8,14.4,10.8,11.6
3427,Gerstheim,14.5,25.8,14.9,10.7,11.9
3428,Geudertheim,13.6,22.4,14.7,10.9,12.0
3429,Gries,14.0,23.2,14.8,10.7,12.1
3430,Griesheim-près-Molsheim,15.6,25.0,15.3,11.5,12.7
3431,Gundershoffen,12.8,23.1,14.5,10.5,11.7
3432,Haguenau,13.5,24.2,14.5,10.5,11.5
3433,Herrlisheim,14.0,23.1,14.9,11.1,12.4
3434,Hilsenheim,13.5,21.8,14.4,10.5,11.8
3435,Hochfelden,13.8,23.8,14.6,11.0,11.2
3436,Hoenheim,12.9,21.7,13.8,10.7,11.0
3437,Hoerdt,14.6,25.0,15.0,11.1,11.4
3438,Holtzheim,14.7,24.3,14.5,11.2,11.9
3439,Huttenheim,13.2,22.6,14.4,10.6,11.4
3440,Illkirch-Graffenstaden,14.1,23.0,14.3,10.6,11.0
3441,Ingwiller,12.7,25.5,14.7,10.5,10.6
3442,Ittenheim,15.1,23.9,15.0,11.1,10.9
3443,Kaltenhouse,13.5,23.4,14.1,10.7,11.8
3444,Kilstett,15.1,24.2,15.5,11.2,12.5
3445,Lampertheim,16.9,26.0,15.2,11.3,11.8
3446,Lauterbourg,13.3,23.6,15.6,9.9,12.7
3447,Lingolsheim,13.3,23.3,14.2,10.4,10.7
3448,Lipsheim,15.8,26.3,15.1,10.8,11.8
3449,Marckolsheim,13.6,28.3,16.2,10.2,11.8
3450,Marlenheim,14.4,25.0,15.0,10.6,11.3
3451,Marmoutier,12.7,24.2,14.4,10.6,11.0
3452,Mertzwiller,13.2,21.8,14.4,10.7,12.2
3453,Molsheim,14.0,24.1,14.6,10.6,11.9
3454,Monswiller,13.0,22.0,15.1,10.4,11.3
3455,Mothern,11.9,19.1,14.4,10.0,11.1
3456,Mundolsheim,15.6,25.4,14.6,11.5,11.8
3457,Mutzig,12.8,22.7,14.3,10.6,11.0
3458,Niederbronn-les-Bains,13.3,24.0,14.2,10.6,11.8
3459,Betschdorf,12.5,21.7,13.8,10.5,11.4
3460,Oberhausbergen,15.6,24.7,14.6,11.4,12.3
3461,Oberhoffen-sur-Moder,13.5,23.9,14.5,10.5,12.3
3462,Obernai,14.5,26.5,15.0,10.6,11.7
3463,Oberschaeffolsheim,16.0,25.7,15.4,11.2,11.4
3464,Offendorf,15.0,23.6,16.3,11.2,12.3
3465,Ostwald,13.7,23.6,14.2,10.4,11.1
3466,Pfaffenhoffen,13.2,23.9,14.4,10.4,11.5
3467,Plobsheim,15.0,25.0,15.5,11.1,12.1
3468,Reichshoffen,13.5,26.0,14.6,10.3,11.8
3469,Reichstett,14.7,24.2,14.5,11.1,12.0
3470,Rhinau,13.0,24.5,13.9,9.9,11.7
3471,Roeschwoog,13.8,22.0,15.5,10.5,12.2
3472,Rosheim,15.4,26.1,15.3,10.8,11.9
3473,Sarre-Union,12.8,25.7,13.8,10.0,11.2
3474,Saverne,14.0,27.3,14.3,10.7,10.9
3475,Scherwiller,14.5,24.3,15.2,10.8,11.4
3476,Schiltigheim,12.5,20.8,13.5,10.0,10.5
3477,Schirmeck,12.1,23.7,14.0,9.7,11.1
3478,Schirrhein,13.6,24.8,15.3,10.7,12.2
3479,Schweighouse-sur-Moder,13.7,24.9,14.7,10.5,12.4
3480,Sélestat,12.9,23.1,13.8,10.3,11.0
3481,Seltz,13.0,26.0,14.5,10.5,11.6
3482,Sessenheim,13.4,22.8,14.4,10.6,11.5
3483,Souffelweyersheim,14.8,23.5,14.8,11.1,11.2
3484,Soufflenheim,12.3,21.6,13.9,10.3,11.1
3485,Soultz-sous-Forêts,12.8,21.6,15.0,10.3,11.3
3486,Strasbourg,13.4,23.4,13.6,10.1,10.5
3487,Truchtersheim,16.7,25.6,15.1,11.4,12.2
3488,Vendenheim,15.4,26.6,15.1,10.8,11.8
3489,La Wantzenau,19.1,33.4,16.0,11.5,12.6
3490,Wasselonne,12.6,22.7,14.6,10.3,10.8
3491,Weitbruch,13.6,24.8,14.9,10.9,12.1
3492,Weyersheim,14.1,22.9,14.7,11.3,11.8
3493,Wisches,12.8,26.5,14.3,10.3,11.3
3494,Wissembourg,12.6,24.4,14.9,10.1,10.4
3495,Wittisheim,12.9,21.0,13.9,10.0,12.0
3496,Wolfisheim,14.7,24.1,14.4,10.9,11.5
3497,Altkirch,12.5,23.7,13.8,10.2,10.1
3498,Andolsheim,16.0,27.4,15.5,10.9,12.7
3499,Baldersheim,15.0,25.0,15.7,11.2,12.0
3500,Bartenheim,13.1,21.6,14.5,10.3,10.7
3501,Biesheim,14.3,26.1,15.9,10.7,13.3
3502,Blotzheim,13.2,26.1,14.1,10.1,11.3
3503,Bollwiller,12.7,22.6,14.0,10.0,11.2
3504,Brunstatt,15.4,26.1,14.4,10.9,11.8
3505,Buhl,12.6,23.3,14.1,10.0,11.1
3506,Carspach,13.3,22.5,14.7,10.4,11.1
3507,Cernay,12.6,23.3,13.9,10.3,10.4
3508,Colmar,13.3,25.4,14.2,10.1,11.0
3509,Dannemarie,11.6,19.2,13.7,9.1,10.8
3510,Ensisheim,13.6,24.8,15.1,10.3,11.3
3511,Fessenheim,16.2,25.5,18.6,10.3,12.6
3512,Guebwiller,12.1,23.4,13.5,9.6,10.8
3513,Habsheim,14.0,22.9,14.9,10.6,11.7
3514,Hégenheim,14.1,26.1,13.4,10.7,11.3
3515,Hésingue,13.8,23.1,14.7,10.3,11.9
3516,Hirsingue,11.7,20.2,14.1,9.9,10.4
3517,Hochstatt,16.0,26.5,14.8,11.2,12.3
3518,Horbourg-Wihr,14.3,24.8,14.6,10.8,12.1
3519,Huningue,12.1,22.6,15.0,9.7,11.5
3520,Illfurth,14.7,24.8,15.6,10.7,11.9
3521,Illzach,12.3,22.0,14.1,10.3,11.0
3522,Ingersheim,13.4,25.4,14.1,10.4,11.5
3523,Issenheim,13.4,23.4,14.3,10.4,11.5
3524,Kaysersberg,14.0,24.3,15.4,10.5,12.0
3525,Kembs,14.0,24.0,15.5,10.5,12.0
3526,Kingersheim,12.5,22.4,14.1,10.1,11.2
3527,Labaroche,14.8,26.1,14.8,11.1,11.9
3528,Lutterbach,13.7,24.0,14.8,10.5,11.1
3529,Masevaux,12.7,24.5,14.3,10.0,11.1
3530,Morschwiller-le-Bas,14.5,23.8,14.3,11.4,12.0
3531,Mulhouse,12.1,23.6,13.4,9.9,10.4
3532,Munster,12.0,24.3,13.9,9.7,10.9
3533,Orbey,12.9,21.9,14.2,10.3,11.7
3534,Pfastatt,13.2,22.7,14.0,10.5,11.0
3535,Pulversheim,13.6,24.2,14.5,10.4,11.6
3536,Ribeauvillé,13.2,24.0,14.8,10.1,11.3
3537,Richwiller,13.6,24.0,14.5,10.5,11.3
3538,Riedisheim,15.2,27.1,15.0,10.6,11.3
3539,Rixheim,13.6,23.5,14.3,10.6,11.5
3540,Rosenau,13.3,22.2,14.5,10.3,11.8
3541,Rouffach,13.4,24.9,13.9,9.9,11.6
3542,Ruelisheim,14.4,25.5,15.3,10.8,12.0
3543,Saint-Amarin,12.9,30.6,14.1,10.2,11.2
3544,Sainte-Croix-aux-Mines,12.4,19.6,14.6,10.5,11.5
3545,Sainte-Croix-en-Plaine,14.2,23.2,15.0,11.1,12.1
3546,Saint-Louis,11.9,22.0,14.6,9.8,10.9
3547,Sainte-Marie-aux-Mines,11.8,22.3,13.7,9.7,11.1
3548,Sausheim,14.1,25.4,14.6,10.9,11.2
3549,Sierentz,13.1,23.8,14.0,10.1,11.2
3550,Soultz-Haut-Rhin,13.0,24.1,14.6,9.9,10.9
3551,Soultzmatt,14.3,24.2,15.5,10.6,11.7
3552,Staffelfelden,12.5,21.5,13.7,10.1,11.4
3553,Thann,13.0,23.9,14.6,10.4,10.9
3554,Turckheim,14.0,24.5,14.6,10.6,11.3
3555,Ungersheim,13.6,24.4,14.6,10.5,11.7
3556,Vieux-Thann,12.5,21.5,14.0,10.1,11.5
3557,Village-Neuf,14.4,26.4,14.4,10.7,11.4
3558,Volgelsheim,12.6,20.5,14.3,9.8,12.4
3559,Wintzenheim,13.6,24.7,14.7,10.3,11.4
3560,Wittelsheim,12.4,21.0,13.7,10.2,11.3
3561,Wittenheim,12.3,21.5,13.9,10.1,11.3
3562,Zillisheim,15.2,23.9,15.0,11.1,11.5
3563,Albigny-sur-Saône,16.8,25.8,14.9,11.6,12.0
3564,Amplepuis,11.8,22.0,13.7,9.9,10.4
3565,Ampuis,14.8,24.9,14.7,11.2,12.1
3566,Anse,14.8,23.7,15.1,11.3,11.6
3567,L'Arbresle,14.0,23.2,15.2,10.4,11.9
3568,Arnas,14.2,24.5,14.6,11.2,11.9
3569,Beaujeu,12.5,23.5,13.7,10.4,10.9
3570,Belleville,12.4,22.8,14.2,10.2,10.6
3571,Bessenay,14.6,26.0,14.5,10.5,11.9
3572,Le Bois-d'Oingt,15.2,25.4,14.5,11.0,12.4
3573,Brignais,15.8,26.0,15.3,11.2,11.5
3574,Brindas,18.2,29.9,16.1,11.9,12.4
3575,Bron,13.9,23.6,14.3,10.7,10.9
3576,Bully,14.7,24.7,15.0,11.4,11.6
3577,Cailloux-sur-Fontaines,19.7,28.4,17.1,12.5,12.4
3578,Caluire-et-Cuire,17.2,27.5,15.2,11.4,11.6
3579,Champagne-au-Mont-d'Or,16.7,27.4,15.2,11.7,11.2
3580,Chaponost,19.5,29.8,16.1,11.5,12.9
3581,Charbonnières-les-Bains,24.3,35.0,18.6,13.3,14.6
3582,Charly,21.5,29.8,20.9,12.8,14.0
3583,Chasselay,19.8,29.6,16.6,11.5,12.3
3584,Châtillon,17.2,25.9,15.6,11.4,13.7
3585,Chazay-d'Azergues,18.2,27.2,15.9,11.3,12.1
3586,Collonges-au-Mont-d'Or,24.6,33.3,24.9,12.4,14.9
3587,Condrieu,14.4,25.4,15.4,10.7,11.2
3588,Cours-la-Ville,12.5,26.7,14.2,10.6,10.4
3589,Couzon-au-Mont-d'Or,15.8,26.2,15.8,11.4,9.2
3590,Craponne,16.6,26.9,15.2,11.5,12.0
3591,Dardilly,21.0,32.3,16.1,12.1,11.8
3592,Dommartin,21.8,30.5,16.5,13.1,13.8
3593,Écully,20.5,31.4,16.4,12.0,11.9
3594,Fleurieux-sur-l'Arbresle,17.1,25.8,15.8,11.5,13.0
3595,Fontaines-Saint-Martin,21.7,31.3,15.8,13.0,15.0
3596,Fontaines-sur-Saône,15.7,25.5,15.3,11.2,11.6
3597,Francheville,17.4,27.5,14.8,12.0,11.9
3598,Givors,11.9,21.2,13.8,10.1,10.9
3599,Gleizé,14.8,26.9,14.9,10.6,11.4
3600,Grézieu-la-Varenne,16.5,27.9,15.1,11.0,12.1
3601,Grigny,12.8,20.9,14.3,10.6,11.2
3602,Irigny,15.3,25.9,14.8,11.0,11.9
3603,Lentilly,18.8,27.6,16.5,12.7,12.2
3604,Limas,15.2,25.2,15.1,11.9,11.8
3605,Limonest,23.7,32.0,32.8,12.1,12.0
3606,Lissieu,21.4,32.0,15.7,11.7,12.1
3607,Loire-sur-Rhône,13.9,22.1,15.0,11.0,12.4
3608,Lozanne,14.9,23.6,15.0,11.0,11.8
3609,Lyon,15.9,24.5,14.3,10.9,11.2
3610,Marcy-l'Étoile,18.0,26.4,15.9,11.4,12.2
3611,Messimy,15.5,26.2,15.2,11.1,12.1
3612,Millery,18.7,27.8,16.4,12.1,12.6
3613,Montagny,16.2,26.2,15.4,11.4,12.1
3614,Morancé,19.1,29.8,15.5,12.3,11.9
3615,Mornant,15.6,25.2,15.3,11.3,11.2
3616,La Mulatière,14.1,24.9,14.2,10.9,10.9
3617,Neuville-sur-Saône,14.3,24.5,14.7,10.8,11.5
3618,Orliénas,17.5,27.1,16.1,11.7,12.6
